oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy
11.96,28.52,266.994,81.544,4.23,5146.969,2.397,10.81,8903.541,461.863,5.005,43.817
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,37.26,0.02,,,0.0,0.0,0.0,100.0,
,,,54.769,0.03,,,0.0,0.0,0.0,100.0,
,,,53.662,0.03,,,0.0,0.0,0.0,100.0,
,,,52.618,0.03,,,0.0,0.0,0.0,100.0,
,,,68.828,0.04,,,0.0,0.0,0.0,100.0,
,,,67.489,0.04,,,0.0,0.0,0.0,100.0,
,,,66.152,0.04,,,0.0,0.0,0.0,100.0,
,,,64.84,0.04,,,0.0,0.0,0.0,100.0,
,,,63.545,0.04,,,0.0,0.0,0.0,100.0,
,,,62.257,0.04,,,0.0,0.0,0.0,100.0,
,,,60.973,0.04,,,0.0,0.0,0.0,100.0,
,,,74.618,0.05,,,0.0,0.0,0.0,100.0,
,,,73.039,0.05,,,0.0,0.0,0.0,100.0,
,,,71.49,0.05,,,0.0,0.0,0.0,100.0,
,,,69.968,0.05,,,0.0,0.0,0.0,100.0,
,,,68.472,0.05,,,0.0,0.0,0.0,100.0,
,,,67.003,0.05,,,0.0,0.0,0.0,100.0,
,,,118.161,0.09,,,,,,100.0,
,,,115.931,0.09,,,,,,100.0,
,,,126.423,0.1,,,,,,100.0,
,,,161.257,0.13,,,,,,100.0,
,,,170.393,0.14,,,,,,100.0,
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.605,572.854,0.605,,
,,,,,,98.077,0.593,1105.644,1.198,,
,,,,,,19.417,0.233,1286.011,1.43,,
,,,,,,-11.382,-0.163,1109.455,1.268,,
,,,,,,-23.853,-0.302,822.031,0.965,,
,,,,,,-14.458,-0.14,683.881,0.826,,
,,,,,,-12.676,-0.105,580.506,0.721,,
,,,,,,-19.355,-0.14,454.893,0.581,,
,,,,,,-14.0,-0.081,379.97,0.5,,
,,,,,,-44.186,-0.221,205.884,0.279,,
,,,,,,-20.833,-0.058,158.176,0.221,,
,,,,,,-26.316,-0.058,113.056,0.163,,
,,,,,,2300.0,3.745,2630.938,3.908,,
,,,,,,522.321,20.411,15872.797,24.318,,
,,,,,,17.408,4.233,18067.395,28.552,,
,,,,,,-27.128,-7.746,12804.208,20.806,,
,,,,,,17.384,3.617,14664.76,24.423,,
,,,,,,-21.952,-5.361,11172.036,19.062,,
,,,,,,48.261,9.199,16174.864,28.261,,
,,,,,,13.663,3.861,17963.059,32.122,,
,,,,,,14.699,4.722,20141.369,36.844,,
,,,,,,29.451,10.851,25497.719,47.695,,
,,,,,,11.022,5.257,27699.486,52.951,,
,,,,,,17.834,9.444,31967.016,62.395,,
,,,,,,12.302,7.676,35004.816,70.071,,
,,,,,,-1.461,-1.023,33476.43,69.047,,
,,,,,,0.236,0.163,32571.422,69.21,,
,,,,,,6.15,4.257,33566.984,73.467,,
,,,,,,11.414,8.385,36324.77,81.852,,
,,,,,,13.129,10.746,39927.051,92.598,,
,,,,,,0.841,0.779,39144.789,93.377,,
,,,,,,0.311,0.291,38190.055,93.668,,
,,,,,,7.251,6.792,39849.812,100.46,,
,,,,,,10.419,10.467,42759.906,110.927,,
,,,,,,0.252,0.279,41662.383,111.206,,
,,,,,,-3.085,-3.431,39300.801,107.775,,
,,,,,,11.784,12.7,42773.262,120.475,,
,,,,,,11.845,14.27,46867.129,134.745,,
,,,,,,17.374,23.411,53846.535,158.156,,
,,,,,,0.941,1.489,52921.059,159.645,,
,,,0.0,0.0,,-1.523,-2.432,50163.07,157.213,0.0,
,,,0.0,0.0,,-7.202,-11.323,44832.5,145.89,0.0,
,,,0.0,0.0,,-3.95,-5.762,42065.578,140.128,0.0,
,,,11.68,0.04,,-8.652,-12.124,37377.066,128.004,10.0,
,,,11.29,0.04,,4.214,5.395,37651.105,133.399,10.256,
,,,13.613,0.05,,9.565,12.759,39794.223,146.158,11.905,
,,,13.112,0.05,,12.987,18.981,43305.805,165.139,11.364,
,,,15.166,0.06,,-19.123,-31.579,33758.438,133.56,15.0,
,,,22.007,0.09,,6.215,8.3,34687.922,141.86,18.75,
,,,37.583,0.16,,15.535,22.038,38498.805,163.898,30.769,
,,,11.267,0.05,,13.83,22.667,42039.301,186.566,6.579,
,,,15.27,0.07,,-4.51,-8.413,38862.023,178.152,5.645,
,,,21.217,0.1,,-7.03,-12.525,35140.707,165.627,6.098,
,,,22.783,0.11,,-13.467,-22.305,29685.207,143.322,6.667,
,,,24.268,0.12,,4.609,6.605,30319.893,149.928,7.143,
,,,49.364,0.25,,-7.43,-11.139,27404.848,138.789,9.363,
,,,52.055,0.27,,-0.383,-0.532,26655.41,138.257,9.541,
,,,50.825,0.27,,16.085,22.239,30211.938,160.496,9.474,
,,,55.136,0.3,,22.689,36.415,36189.949,196.912,10.101,
,,,80.779,0.45,,1.745,3.436,35964.344,200.348,12.295,
,,,57.873,0.33,,-8.56,-17.15,32127.668,183.198,8.616,
,,,54.834,0.32,,-11.11,-20.354,27904.283,162.844,7.96,
,,,,,,-1.711,-2.786,26808.555,160.059,,
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,1256.281,0.02,,,0.0,0.0,0.0,100.0,
,,,1305.483,0.02,,,0.0,0.0,0.0,100.0,
,,,1993.488,0.03,,,0.0,0.0,0.0,100.0,
,,,1986.755,0.03,,,0.0,0.0,0.0,100.0,
,,,1982.161,0.03,,,0.0,0.0,0.0,100.0,
,,,1977.848,0.03,,,0.0,0.0,0.0,100.0,
,,,1970.443,0.03,,,0.0,0.0,0.0,100.0,
,,,1931.372,0.03,,,0.0,0.0,0.0,100.0,
,,,1864.396,0.03,,,0.0,0.0,0.0,100.0,
,,,1800.937,0.03,,,0.0,0.0,0.0,100.0,
,,,1740.442,0.03,,,0.0,0.0,0.0,100.0,
,,,1685.867,0.03,,,0.0,0.0,0.0,100.0,
,,,1663.986,0.03,,,0.0,0.0,0.0,100.0,
,,,1672.241,0.03,,,0.0,0.0,0.0,100.0,
,,,1681.426,0.03,,,0.0,0.0,0.0,100.0,
,,,1693.002,0.03,,,0.0,0.0,0.0,100.0,
,,,1707.262,0.03,,,0.0,0.0,0.0,100.0,
,,,1722.455,0.03,,,,,,75.0,
,,,1736.513,0.03,,,,,,60.0,
,,,1751.007,0.03,,,,,,75.0,
,,,1759.531,0.03,,,,,,75.0,
,,,1761.804,0.03,,,,,,60.0,
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,17.592,0.07,,,0.0,0.0,0.0,1.022,
,,,27.139,0.11,,,0.0,0.0,0.0,1.597,
,,,38.81,0.16,,,0.0,0.0,0.0,2.156,
,,,45.361,0.19,,,0.0,0.0,0.0,2.606,
,,,16.46,0.07,,,0.0,0.0,0.0,0.878,
,,,64.876,0.28,,,0.0,0.0,0.0,3.436,
,,,121.055,0.53,,,0.0,0.0,0.0,6.177,
,,,155.405,0.69,,,0.0,0.0,0.0,7.727,
,,,151.047,0.68,,,0.0,0.0,0.0,7.265,
,,,113.957,0.52,,,0.0,0.0,0.0,5.64,
,,,153.605,0.71,,,0.0,0.0,0.0,7.497,
,,,194.447,0.91,,,0.0,0.0,0.0,9.381,
,,,190.01,0.9,,,0.0,0.0,0.0,8.955,
,,,256.702,1.23,,,0.0,0.0,0.0,12.166,
,,,227.071,1.1,,,0.0,0.0,0.0,10.88,
,,,53.113,0.26,,,0.0,0.0,0.0,2.416,
,,,70.776,0.35,,,0.0,0.0,0.0,3.226,
,,,42.052,0.21,,,,,,1.863,
,,,61.499,0.31,,,,,,2.71,
,,,49.169,0.25,,,,,,2.187,
,,,37.087,0.19,,,,,,1.618,
,,,31.044,0.16,,,,,,1.259,
,,,48.255,0.25,,,,,,1.979,
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.634,76.306,0.634,,
,,,,,,597.614,3.787,512.702,4.42,,
,,,,,,28.615,1.265,635.35,5.685,,
,,,,,,155.556,8.844,1565.26,14.529,,
,,,,,,17.713,2.573,1777.526,17.102,,
,,,,,,3.42,0.585,1775.104,17.687,,
,,,,,,-28.571,-5.054,1225.456,12.634,,
,,,,,,-10.0,-1.263,1066.29,11.37,,
,,,,,,-33.162,-3.771,688.183,7.6,,
,,,,,,-83.379,-6.337,110.195,1.263,,
,,,,,,0.0,0.0,106.054,1.263,,
,,,,,,0.0,0.0,102.121,1.263,,
,,,,,,-24.795,-0.313,73.995,0.95,,
,,,,,,-66.758,-0.634,23.714,0.316,,
,,,,,,1259.999,3.979,311.162,4.295,,
,,,,,,17.99,0.773,354.367,5.067,,
,,,,,,99.966,5.066,684.155,10.133,,
,,,,,,16.974,1.72,772.912,11.853,,
,,,,,,6.569,0.779,796.496,12.632,,
,,,,,,-25.0,-3.158,579.578,9.474,,
,,,124.407,2.09,,-23.142,-2.192,433.423,7.281,45.435,
,,,123.511,2.13,,-4.587,-0.334,402.853,6.947,45.513,
,,,139.11,2.46,,9.091,0.632,428.58,7.579,48.617,
,,,123.645,2.24,,58.333,4.421,662.384,12.0,45.996,
,,,135.886,2.52,,37.217,4.466,887.905,16.466,48.743,
,,,150.236,2.85,,49.59,8.166,1298.439,24.632,53.672,
,,,143.343,2.78,,58.974,14.526,2019.073,39.158,52.552,
,,,129.177,2.56,,-16.129,-6.316,1657.217,32.842,48.577,
,,,128.924,2.61,,14.091,4.628,1850.872,37.47,47.978,
,,,122.354,2.53,,-2.545,-0.954,1765.969,36.516,45.504,
,,,147.254,3.11,,-24.183,-8.831,1310.874,27.686,55.338,
,,,143.765,3.1,,-9.682,-2.68,1159.641,25.005,53.726,
,,,174.006,3.83,,-3.965,-0.992,1091.0,24.014,57.855,
,,,205.614,4.62,,-2.681,-0.644,1040.084,23.37,64.167,
,,,212.215,4.88,,-2.703,-0.632,988.814,22.738,62.404,
,,,137.307,3.24,,-19.444,-4.421,776.251,18.317,39.706,
,,,118.115,2.86,,69.428,12.717,1281.682,31.034,31.991,
,,,124.356,3.09,,,,,,30.655,
,,,99.631,2.54,,,,,,26.597,
,,,99.818,2.61,,,,,,26.048,
,,,107.042,2.87,,,,,,27.152,
,,,115.728,3.18,,,,,,28.962,
,,54.276,603.237,2.94,11136.418,,,,,33.183,53.834
-29.073,-15.779,38.496,396.324,1.92,7946.341,,,,,22.352,45.944
0.0,0.0,38.496,523.1,2.51,8022.864,,,5274.122,25.307,28.202,47.807
5.656,2.177,40.674,569.651,2.73,8487.067,1.567,0.396,5363.356,25.703,28.527,48.417
3.168,1.289,41.962,288.416,1.39,8706.839,7.277,1.87,5721.366,27.574,15.849,49.447
10.789,4.527,46.489,511.743,2.46,9671.001,-13.97,-3.852,4934.745,23.722,26.537,52.919
-5.159,-2.399,44.091,392.971,1.87,9265.483,-9.13,-2.166,4529.88,21.556,16.741,46.785
6.798,2.997,47.088,573.081,2.7,9994.579,-0.357,-0.077,4558.962,21.479,26.393,50.438
12.713,5.986,53.075,759.667,3.54,11389.538,5.588,1.2,4866.869,22.679,30.917,53.757
-0.983,-0.522,52.553,844.674,3.89,11411.3,-17.726,-4.02,4051.666,18.659,29.969,51.465
-11.043,-5.803,46.749,371.556,1.69,10278.102,-3.729,-0.696,3949.348,17.963,15.009,48.42
2.477,1.158,47.907,470.404,2.12,10630.14,-5.758,-1.034,3756.367,16.929,16.601,47.192
4.748,2.275,50.182,495.218,2.22,11194.183,-4.12,-0.697,3620.795,16.232,17.467,49.381
10.664,5.352,55.534,732.996,3.27,12448.312,-0.364,-0.059,3625.178,16.172,24.792,52.233
-6.177,-3.43,52.103,373.592,1.66,11726.155,-7.293,-1.179,3374.256,14.993,11.951,47.135
2.935,1.529,53.633,417.637,1.85,12107.517,-6.889,-1.033,3151.482,13.96,14.165,49.076
1.565,0.84,54.472,443.684,1.96,12330.796,-8.516,-1.189,2891.021,12.771,15.17,50.461
2.383,1.298,55.77,524.34,2.31,12659.102,-8.089,-1.033,2664.41,11.738,18.421,51.423
-5.174,-2.886,52.885,452.925,1.99,12036.544,-7.326,-0.86,2475.898,10.878,15.571,49.029
-2.335,-1.235,51.65,458.68,2.01,11786.414,10.697,1.164,2747.953,12.042,15.056,48.503
-15.028,-7.762,43.888,128.185,0.56,10046.026,-5.164,-0.622,2614.086,11.42,3.786,40.538
-4.906,-2.153,41.735,172.341,0.75,9590.1,-9.386,-1.072,2377.899,10.348,6.679,44.188
-10.386,-4.334,37.4,133.9,0.58,8634.263,-10.466,-1.083,2138.981,9.265,5.477,42.697
-3.804,-1.423,35.978,53.378,0.23,8349.673,0.83,0.077,2168.111,9.342,1.649,37.448
4.684,1.685,37.663,30.346,0.13,8791.516,-3.328,-0.311,2108.142,9.031,0.967,39.228
3.889,1.465,39.127,51.706,0.22,9195.953,-3.957,-0.357,2038.595,8.674,1.956,42.987
0.424,0.166,39.293,16.573,0.07,9302.916,3.272,0.284,2120.778,8.958,0.555,41.479
6.893,2.708,42.002,50.09,0.21,10018.335,,,,,1.781,44.313
-3.11,-1.306,40.695,16.825,0.07,9781.406,,,,,0.517,41.458
-2.388,-0.972,39.724,9.686,0.04,9618.869,,,,,0.316,41.459
-14.29,-5.677,34.047,7.323,0.03,8310.474,,,,,0.227,37.259
5.722,1.948,35.995,7.389,0.03,8865.453,,,,,0.198,36.613
11.035,3.972,39.967,2.481,0.01,9916.524,,,,,0.071,42.255
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.14,25.818,0.14,,
,,,,,,41.667,0.058,35.72,0.198,,
,,,,,,-23.529,-0.047,26.676,0.151,,
,,,,,,-30.769,-0.047,18.052,0.105,,
,,,,,,66.667,0.07,29.435,0.174,,
,,,,,,-13.333,-0.023,24.999,0.151,,
,,,,,,15.385,0.023,28.271,0.174,,
,,,,,,40.0,0.07,38.787,0.244,,
,,,,,,-33.333,-0.081,25.336,0.163,,
,,,,,,264.286,0.43,90.422,0.593,,
,,,,,,39.216,0.233,123.328,0.826,,
,,,,,,-19.718,-0.163,97.005,0.663,,
,,,,,,-19.298,-0.128,76.701,0.535,,
,,,,,,-43.478,-0.233,42.473,0.302,,
,,,,,,-46.154,-0.14,22.404,0.163,,
,,,,,,-28.571,-0.047,15.677,0.116,,
,,,,,,20.0,0.023,18.426,0.14,,
,,,,,,158.333,0.221,46.602,0.361,,
,,,,,,19.355,0.07,54.454,0.43,,
,,,,,,54.054,0.233,82.169,0.663,,
,,,,,,21.053,0.14,97.5,0.802,,
,,,,,,68.116,0.547,160.778,1.349,,
,,,,,,70.69,0.954,269.317,2.303,,
,,,,,,4.04,0.093,275.072,2.396,,
,,,,,,-22.816,-0.547,208.483,1.849,,
,,,,,,-24.528,-0.454,154.625,1.396,,
,,,,,,-6.667,-0.093,142.057,1.303,,
,,,,,,23.214,0.302,172.613,1.605,,
,,,,,,21.739,0.349,207.566,1.954,,
,,,,,,34.524,0.675,276.256,2.628,,
,,,,,,3.982,0.105,284.667,2.733,,
,,,,,,8.936,0.244,307.807,2.977,,
,,,,,,-6.25,-0.186,286.866,2.791,,
,,,,,,0.0,0.0,285.553,2.791,,
,,,,,,39.703,1.108,397.527,3.899,,
,,,,,,52.409,2.044,603.439,5.943,,
,,,,,,23.056,1.37,738.049,7.313,,
,,,,,,18.725,1.369,869.601,8.683,,
,,,,,,23.944,2.079,1069.15,10.762,,
,,,,,,16.765,1.804,1238.124,12.566,,
,,,,,,5.462,0.686,1294.73,13.252,,
,,,,,,0.0,0.0,1283.267,13.252,,
,,,,,,-15.275,-2.024,1076.975,11.228,,
,,,,,,-0.273,-0.031,1063.652,11.197,,
,,,,,,-6.113,-0.684,989.283,10.513,,
,,,,,,0.0,0.0,981.238,10.513,,
,,,,,,13.331,1.401,1104.838,11.914,,
,,,,,,22.707,2.705,1348.557,14.62,,
,,,,,,18.727,2.738,1594.304,17.358,,
,,,,,,6.968,1.21,1699.236,18.567,,
,,,,,,15.921,2.956,1963.247,21.523,,
,,,,,,1.239,0.267,1981.237,21.79,,
,,,,,,2.714,0.591,2028.443,22.381,,
,,,,,,20.369,4.559,2433.594,26.94,,
,,,1269.607,14.1,,6.186,1.666,2575.825,28.607,99.366,
,,,1290.047,14.37,,19.635,5.617,3072.375,34.224,99.515,
,,,1316.914,14.71,,-5.408,-1.851,2898.169,32.373,99.325,
,,,1243.837,13.93,,16.643,5.388,3371.695,37.76,93.365,
,,,1230.257,13.81,,5.296,2.0,3542.007,39.76,93.627,
,,,999.456,11.24,,-10.019,-3.983,3181.246,35.777,77.785,
,,,1189.986,13.4,,-1.196,-0.428,3139.153,35.349,86.452,
,,,1251.121,14.1,,-2.14,-0.756,3069.464,34.593,84.94,
,,,1252.15,14.12,,3.661,1.266,3179.936,35.859,84.703,
,,,1264.714,14.27,,-7.929,-2.843,2926.079,33.015,85.398,
,,,1253.275,14.15,,9.886,3.264,3213.301,36.28,86.333,
,,,1280.677,14.47,,3.774,1.369,3332.109,37.649,86.491,
,,,1325.459,14.99,,-5.056,-1.904,3160.677,35.745,86.298,
,,,1399.098,15.84,,-4.25,-1.519,3023.071,34.226,87.177,
,,,1409.28,15.97,,0.0,0.0,3020.284,34.226,87.172,
,,,1398.603,15.86,,0.0,0.0,3018.191,34.226,82.518,
,,,1423.91,16.15,,-0.06,-0.021,3015.808,34.205,83.333,
,,,1417.557,16.07,,,,,,82.878,
,,,1426.523,16.16,,,,,,82.281,
,,,1329.009,15.04,,,,,,77.01,
,,,1244.171,14.06,,,,,,75.591,
,,,1331.69,14.99,,,,,,75.899,
,,4.68,,,7581.157,,,,,,
14.067,0.658,5.339,,,8575.083,,,,,,
8.403,0.449,5.787,,,9219.807,,,,,,
11.059,0.64,6.427,,,10162.369,,,,,,
18.088,1.163,7.59,,,11918.084,,,,,,
