solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,7.051,0.02,,0.271,
,,,21.272,0.06,,0.822,
,,,49.9,0.14,,1.879,
,,,32.247,0.09,,1.23,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,96.519,0.01,,1.124,
,,,95.906,0.01,,1.075,
,,,95.338,0.01,,1.111,
,,,94.828,0.01,,1.075,
,,,94.357,0.01,,1.099,
,,,93.934,0.01,,1.087,
,,,93.811,0.01,,1.136,
,,,93.859,0.01,,1.075,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.012,0.012,0.001,0.004,0.004,0.0,0.0
0.0,0.0,0.012,0.001,0.004,0.004,0.0,0.0
287.5,0.034,0.046,0.005,0.016,0.014,0.0,0.0
83.871,0.038,0.084,0.008,0.029,0.025,0.001,0.0
26.316,0.022,0.106,0.01,0.036,0.031,0.001,0.0
37.528,0.04,0.146,0.014,0.05,0.042,0.001,0.0
46.557,0.068,0.215,0.021,0.073,0.061,0.002,0.001
60.37,0.13,0.344,0.032,0.116,0.096,0.003,0.001
43.787,0.151,0.495,0.046,0.167,0.136,0.004,0.001
46.825,0.232,0.726,0.067,0.246,0.197,0.005,0.002
55.393,0.402,1.129,0.104,0.39,0.302,0.008,0.003
45.219,0.5,1.629,0.14,0.53,0.43,0.011,0.004
39.045,0.621,2.25,0.196,0.75,0.587,0.015,0.006
36.657,0.805,3.055,0.258,1.0,0.787,0.018,0.007
32.037,0.953,4.008,0.333,1.31,1.019,0.022,0.008
27.153,1.056,5.064,0.405,1.61,1.273,0.025,0.01
24.043,1.178,6.242,0.482,1.94,1.55,0.028,0.012
19.949,1.198,7.44,0.567,2.31,1.826,0.03,0.013
21.276,1.527,8.967,0.679,2.8,2.175,0.035,0.015
29.202,2.547,11.515,0.913,3.81,2.76,0.046,0.019
42.073,4.744,16.259,1.275,5.38,3.853,0.059,0.025
76.608,12.281,28.539,2.28,9.73,6.686,0.099,0.042
50.569,14.172,42.711,3.417,14.75,9.893,0.144,0.061
87.642,36.95,79.661,6.657,29.06,18.249,0.268,0.111
103.006,81.088,160.749,13.274,58.57,36.43,0.511,0.218
54.173,85.607,246.356,20.454,91.19,55.258,0.785,0.328
51.113,123.718,370.074,31.08,139.95,82.185,1.151,0.484
57.514,209.414,579.488,47.886,217.74,127.441,1.693,0.733
42.757,242.932,822.42,67.606,310.23,179.223,2.274,1.004
26.025,210.21,1032.63,84.711,392.02,223.139,2.784,1.225
19.925,201.203,1233.833,101.038,471.15,264.596,3.303,1.473
26.585,322.302,1556.135,124.913,586.26,331.563,3.81,1.762
25.42,388.45,1944.585,157.977,745.871,411.868,4.6,2.152
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.39,,0.01,
,,,,0.53,,0.013,
,,,,0.75,,0.017,
,,,,1.0,,0.021,
,,,,1.31,,0.025,
,,,,1.61,,0.028,
,,,,1.94,,0.031,
,,,,2.31,,0.034,
,,,,2.8,,0.04,
,,,,3.78,,0.052,
,,,,5.29,,0.066,
,,,,9.5,,0.11,
,,,,14.33,,0.158,
,,,,28.4,,0.295,
,,,,57.22,,0.562,
,,,,89.25,,0.869,
,,,,136.25,,1.265,
,,,,211.12,,1.853,
,,,,296.67,,2.437,
,,,,372.44,,2.958,
,,,,446.12,,3.496,
,,,,554.49,,4.023,
,,,,696.17,,4.849,
,,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,,0.0
,0.0,0.0,,0.0,,0.0,0.0
,0.0,0.0,,0.0,,0.0,0.0
,0.0,0.0,,0.0,,0.0,0.0
,0.0,0.0,,0.0,,0.0,0.0
,0.0,0.0,,0.0,,0.0,0.0
,0.012,0.012,,0.004,,0.0,0.0
136.25,0.016,0.028,,0.009,,0.0,0.0
192.063,0.054,0.082,,0.028,,0.001,0.0
56.159,0.046,0.127,,0.043,,0.001,0.001
23.898,0.03,0.158,,0.053,,0.002,0.001
32.322,0.051,0.209,,0.071,,0.002,0.001
38.919,0.081,0.29,,0.098,,0.003,0.001
49.77,0.144,0.435,,0.147,,0.004,0.001
38.026,0.165,0.6,,0.203,,0.005,0.002
41.074,0.246,0.846,,0.286,,0.007,0.003
49.685,0.421,1.267,,0.428,,0.01,0.004
42.012,0.521,1.788,,0.609,,0.014,0.006
36.253,0.632,2.42,,0.829,,0.017,0.007
34.67,0.818,3.238,,1.117,,0.022,0.009
31.097,0.98,4.218,,1.464,,0.026,0.01
26.558,1.086,5.305,,1.853,,0.031,0.012
23.673,1.215,6.519,,2.291,,0.035,0.014
19.959,1.252,7.771,,2.748,,0.039,0.016
21.174,1.587,9.358,,3.33,,0.046,0.019
31.598,2.881,12.24,,4.383,,0.058,0.024
53.762,6.465,18.704,,6.739,,0.082,0.034
80.503,14.852,33.556,,12.164,,0.137,0.058
44.333,14.583,48.139,,17.557,,0.189,0.081
84.47,40.128,88.267,,32.386,,0.33,0.145
94.426,82.319,170.586,,62.968,,0.609,0.273
51.862,86.927,257.513,,95.624,,0.916,0.405
48.186,121.827,379.34,,141.701,,1.294,0.587
55.146,205.73,585.07,,219.845,,1.9,0.875
40.721,233.429,818.5,,309.367,,2.501,1.175
26.184,210.509,1029.009,,390.372,,3.055,1.43
19.603,197.194,1226.202,,466.895,,3.6,1.712
26.582,320.273,1546.476,,591.007,,4.225,2.048
25.748,391.091,1937.567,,743.179,,5.109,2.513
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0
,0.016,0.016,0.316,0.005,0.933,0.003,0.002
122.018,0.02,0.036,0.693,0.012,2.049,0.007,0.003
20.661,0.007,0.043,0.828,0.015,2.449,0.009,0.004
19.178,0.008,0.051,0.977,0.017,2.89,0.01,0.005
21.552,0.011,0.063,1.175,0.021,3.474,0.012,0.005
21.04,0.013,0.076,1.406,0.026,4.157,0.014,0.006
19.727,0.015,0.091,1.665,0.031,4.923,0.016,0.007
16.15,0.015,0.105,1.914,0.036,5.659,0.018,0.008
14.045,0.015,0.12,2.159,0.041,6.386,0.02,0.009
15.148,0.018,0.138,2.103,0.04,7.269,0.02,0.011
15.829,0.021,0.159,2.078,0.04,8.265,0.019,0.012
7.664,0.011,0.17,2.567,0.05,8.737,0.023,0.013
8.405,0.013,0.183,3.046,0.06,9.304,0.028,0.013
15.427,0.027,0.21,3.513,0.07,10.55,0.031,0.015
15.216,0.03,0.241,3.966,0.08,11.931,0.037,0.017
16.002,0.037,0.277,4.397,0.09,13.555,0.041,0.019
16.667,0.044,0.322,5.281,0.11,15.441,0.048,0.021
22.374,0.07,0.391,6.118,0.13,18.409,0.057,0.026
108.507,0.419,0.811,7.387,0.16,37.421,0.068,0.054
236.839,1.903,2.714,17.712,0.39,123.235,0.167,0.18
109.129,2.927,5.64,62.173,1.39,252.278,0.577,0.362
17.972,0.973,6.614,102.511,2.33,290.971,0.998,0.431
59.511,3.872,10.486,150.573,3.48,453.698,1.513,0.674
28.71,2.93,13.415,170.859,4.01,571.61,1.66,0.856
25.112,3.269,16.684,210.745,5.02,700.429,2.175,1.042
20.083,3.232,19.917,256.657,6.21,823.144,2.524,1.24
19.863,3.816,23.732,328.178,8.07,965.103,3.229,1.481
38.295,8.896,32.629,397.53,9.93,1306.227,3.966,2.007
48.363,15.602,48.23,585.633,14.85,1902.04,5.943,2.87
30.309,14.387,62.618,929.098,23.85,2439.33,9.505,3.945
30.832,19.006,81.624,1081.745,28.04,3148.946,11.349,5.125
24.515,19.64,101.264,1279.347,33.49,3868.36,13.307,6.096
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.003,0.003,0.0,0.0,0.374,0.0,0.001
0.0,0.0,0.003,0.0,0.0,0.373,0.0,0.001
0.0,0.0,0.003,0.0,0.0,0.372,0.0,0.001
0.0,0.0,0.003,0.0,0.0,0.372,0.0,0.001
100.0,0.003,0.006,0.0,0.0,0.742,0.0,0.002
0.0,0.0,0.006,0.0,0.0,0.741,0.0,0.002
0.0,0.0,0.006,0.0,0.0,0.74,0.0,0.002
50.0,0.003,0.009,0.0,0.0,1.107,0.0,0.002
66.667,0.006,0.015,1.244,0.01,1.827,0.016,0.004
80.0,0.012,0.026,1.238,0.01,3.252,0.016,0.006
66.667,0.017,0.044,1.232,0.01,5.357,0.017,0.011
20.0,0.008,0.052,2.448,0.02,6.348,0.032,0.012
16.769,0.008,0.06,2.431,0.02,7.315,0.031,0.014
6.511,0.004,0.064,2.419,0.02,7.705,0.032,0.015
8.27,0.005,0.069,2.411,0.02,8.263,0.032,0.017
24.265,0.016,0.085,3.605,0.03,10.172,0.047,0.02
62.398,0.052,0.137,5.993,0.05,16.374,0.075,0.034
81.569,0.11,0.247,10.762,0.09,29.477,0.133,0.059
95.996,0.234,0.48,20.259,0.17,57.226,0.273,0.121
93.878,0.445,0.925,40.334,0.34,109.774,0.495,0.223
85.483,0.781,1.706,74.296,0.63,201.195,0.975,0.415
25.444,0.421,2.127,92.44,0.79,248.923,1.282,0.539
19.338,0.396,2.524,108.766,0.94,291.999,1.52,0.639
16.959,0.41,2.934,125.909,1.1,335.841,1.686,0.719
15.78,0.443,3.377,144.359,1.27,383.871,1.884,0.809
14.67,0.473,3.85,165.149,1.46,435.482,2.245,0.943
16.972,0.637,4.487,191.443,1.7,505.259,2.399,1.046
20.025,0.879,5.365,229.013,2.04,602.32,2.948,1.338
36.206,1.916,7.281,311.586,2.78,816.084,4.152,1.804
15.665,1.11,8.391,305.382,2.73,938.635,4.22,2.199
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.002,0.002,0.0,0.0,0.227,0.0,0.001
262.5,0.006,0.008,0.0,0.0,0.806,0.0,0.005
58.621,0.005,0.012,0.0,0.0,1.256,0.0,0.007
667.391,0.082,0.094,4.01,0.04,9.472,0.17,0.055
5.382,0.005,0.099,3.972,0.04,9.83,0.174,0.059
5.538,0.005,0.104,3.94,0.04,10.231,0.168,0.061
12.583,0.013,0.117,3.909,0.04,11.386,0.163,0.065
6.335,0.007,0.123,4.861,0.05,12.002,0.205,0.067
17.447,0.021,0.144,4.848,0.05,14.006,0.19,0.074
10.326,0.014,0.159,5.879,0.061,15.329,0.21,0.082
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,7.627,0.01,,0.039,
,,,7.341,0.01,,0.037,
,,,7.094,0.01,,0.037,
,,,6.864,0.01,,0.036,
,,,6.723,0.01,,0.036,
,,,6.693,0.01,,0.032,
,,,6.768,0.01,,0.033,
,,,6.834,0.01,,0.031,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
