biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy
581.047,0.179,20.376,0.21,89.279,0.92,1.1,0.04
2.79,0.006,20.878,0.216,116.079,1.2,1.367,0.041
491.018,1.06,122.908,1.276,139.711,1.45,1.741,0.248
77.992,0.995,217.866,2.27,177.517,1.85,2.266,0.461
19.59,0.445,259.469,2.715,206.407,2.16,2.534,0.529
28.35,0.77,332.025,3.485,257.232,2.7,3.115,0.694
-8.278,-0.289,304.113,3.197,320.615,3.37,3.891,0.64
0.676,0.022,306.068,3.218,386.132,4.06,4.724,0.656
14.295,0.46,349.734,3.678,443.085,4.66,5.482,0.766
-6.398,-0.235,327.153,3.443,455.159,4.79,5.805,0.731
1.594,0.055,332.249,3.498,452.146,4.76,5.804,0.753
4.206,0.147,346.1,3.645,471.926,4.97,5.794,0.743
-1.643,-0.06,340.307,3.585,458.489,4.83,5.561,0.733
10.253,0.368,375.116,3.953,477.371,5.03,5.865,0.827
9.441,0.373,410.763,4.326,494.732,5.21,6.5,0.977
-2.991,-0.129,399.242,4.196,511.857,5.38,6.425,0.899
-4.932,-0.207,380.159,3.989,506.004,5.31,6.239,0.859
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,36.932,0.19,0.731,
,,,,56.22,0.29,0.794,
,,,,79.22,0.41,1.333,
,,,,105.896,0.55,1.619,
,,,,109.325,0.57,1.405,
,,,,124.159,0.65,1.769,
,,,,157.915,0.83,1.55,
,,,,185.698,0.98,2.213,
,,,,203.812,1.08,2.629,
,,,,248.127,1.32,3.394,
,,,,243.416,1.3,3.611,
,,,,281.677,1.51,4.003,
,,,,349.527,1.88,4.786,
,,,,461.423,2.49,5.394,
,,,,537.338,2.91,7.199,
,,,,583.116,3.17,8.75,
,,8.251,0.045,562.491,3.07,6.731,0.018
49.358,0.022,12.274,0.067,565.722,3.1,7.886,0.028
4.504,0.003,12.773,0.07,570.624,3.14,8.575,0.031
57.851,0.041,20.076,0.111,600.747,3.32,9.126,0.052
189.96,0.211,57.956,0.322,826.9,4.59,11.809,0.141
365.982,1.177,268.845,1.499,783.714,4.37,12.408,0.7
65.113,0.976,441.922,2.475,794.507,4.45,14.495,1.243
0.745,0.018,443.279,2.494,766.169,4.31,12.406,1.2
4.001,0.1,458.956,2.593,759.204,4.29,13.327,1.297
-0.882,-0.023,452.732,2.571,736.201,4.18,14.449,1.319
0.721,0.019,453.675,2.589,849.855,4.85,15.876,1.309
1.191,0.031,456.644,2.62,1089.365,6.25,20.142,1.318
-1.111,-0.029,449.27,2.591,1021.383,5.89,19.401,1.32
5.314,0.138,470.761,2.728,1024.866,5.94,20.129,1.421
8.599,0.235,508.632,2.963,1016.198,5.92,20.606,1.731
2.055,0.061,516.549,3.024,1489.517,8.72,26.376,1.607
-2.335,-0.071,502.087,2.953,1351.521,7.95,23.097,1.559
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,5.115,0.05,0.358,
,,,,5.049,0.05,0.335,
,,,,4.985,0.05,0.317,
,,,,5.907,0.06,0.359,
,,,,5.835,0.06,0.369,
,,,,6.727,0.07,0.414,
,,,,22.797,0.24,1.285,
,,,,22.541,0.24,1.262,
,,,,23.222,0.25,1.274,
,,,,22.055,0.24,1.245,
,,,,13.637,0.15,0.901,
,,,,14.391,0.16,0.91,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.007,,0.007,,,,0.002
300.0,0.022,,0.03,,,,0.008
25.0,0.007,,0.037,,,,0.009
40.0,0.015,,0.052,,,,0.012
-28.571,-0.015,,0.037,,,,0.008
40.0,0.015,,0.052,,,,0.011
-14.286,-0.007,,0.045,,,,0.009
171.856,0.077,,0.121,,,,0.021
24.919,0.03,,0.152,,,,0.026
-1.439,-0.002,,0.15,,,,0.026
-11.184,-0.017,,0.133,,,,0.021
30.199,0.04,,0.173,,,,0.026
-6.433,-0.011,,0.162,,,,0.025
-15.293,-0.025,,0.137,,,,0.022
5.251,0.007,,0.144,,,,0.021
2.149,0.003,,0.147,,,,0.021
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,11.822,0.16,1.222,
,,,,18.882,0.26,2.138,
,,,,20.701,0.29,2.145,
,,,,21.752,0.31,1.869,
,,,,27.592,0.4,2.191,
,,,,29.845,0.44,2.454,
,,1.999,0.03,30.021,0.45,2.397,0.019
-24.413,-0.007,1.486,0.023,25.594,0.39,1.962,0.014
36.868,0.008,2.002,0.031,27.125,0.42,1.9,0.018
-0.184,-0.0,1.968,0.031,29.893,0.47,2.094,0.017
75.519,0.023,3.403,0.054,40.732,0.65,2.772,0.029
71.304,0.039,5.744,0.093,38.899,0.63,2.512,0.049
41.836,0.039,8.027,0.132,34.672,0.57,2.1,0.07
77.098,0.102,13.996,0.234,26.352,0.44,1.58,0.12
-12.017,-0.028,12.084,0.206,27.622,0.47,1.619,0.1
30.693,0.063,15.494,0.269,23.64,0.41,1.27,0.127
-49.35,-0.133,7.738,0.136,21.605,0.38,1.215,0.075
21.158,0.029,9.265,0.165,20.789,0.37,1.144,0.078
8.909,0.015,9.977,0.18,19.443,0.35,1.057,0.082
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,13.426,0.08,2.145,
,,,,35.07,0.21,5.541,
,,,,46.579,0.28,7.053,
,,,,54.755,0.33,7.728,
,,,,57.989,0.35,8.065,
,,,,59.624,0.36,7.643,
,,,,64.629,0.39,6.964,
,,,,66.18,0.4,6.993,
,,,,59.327,0.36,6.01,
,,,,73.877,0.45,7.692,
,,,,60.516,0.37,6.198,
,,,,94.503,0.58,9.524,
,,,,131.466,0.81,12.939,
,,,,124.482,0.77,12.281,
,,,,136.886,0.85,13.622,
,,,,104.316,0.65,10.815,
,,,,127.989,0.8,13.289,
,,,,89.362,0.56,10.2,
,,,,89.224,0.56,10.507,
,,,,117.83,0.74,12.354,
,,,,79.457,0.5,7.987,
,,,,82.355,0.52,7.927,
,,,,71.018,0.45,5.906,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,6.883,0.01,0.115,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,7.035,0.01,0.108,0.0
,0.0,0.0,0.0,7.086,0.01,0.117,0.0
,0.0,0.0,0.0,7.125,0.01,0.121,0.0
,0.0,0.0,0.0,7.159,0.01,0.118,0.0
,0.0,0.0,0.0,7.205,0.01,0.118,0.0
,0.0,0.0,0.0,14.501,0.02,0.234,0.0
,0.0,0.0,0.0,21.887,0.03,0.295,0.0
,0.0,0.0,0.0,22.019,0.03,0.291,0.0
,0.002,1.29,0.002,29.528,0.04,0.392,0.003
621.765,0.011,9.364,0.013,29.702,0.04,0.411,0.02
-53.953,-0.007,4.332,0.006,22.378,0.03,0.246,0.008
713.566,0.041,35.335,0.047,29.917,0.04,0.378,0.07
-57.993,-0.027,14.871,0.02,232.287,0.31,3.531,0.034
347.261,0.069,66.661,0.089,555.75,0.74,5.705,0.121
-41.364,-0.037,39.208,0.052,587.599,0.78,6.051,0.071
-14.179,-0.007,33.77,0.045,756.04,1.0,8.361,0.061
-16.667,-0.007,28.242,0.037,508.352,0.67,5.045,0.048
60.0,0.022,45.306,0.06,578.153,0.76,6.104,0.08
-50.0,-0.03,22.651,0.03,623.736,0.82,8.079,0.043
-25.0,-0.007,16.972,0.022,721.924,0.95,7.806,0.032
28.694,0.006,21.814,0.029,834.883,1.1,8.359,0.037
593.902,0.171,150.845,0.199,990.813,1.31,10.59,0.256
50.869,0.101,226.739,0.301,1024.838,1.36,17.871,0.479
40.117,0.121,317.124,0.422,1391.554,1.85,30.428,0.717
14.439,0.061,363.118,0.482,1332.125,1.77,24.618,0.783
0.0,0.0,363.841,0.482,1877.738,2.49,29.856,0.782
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,349.344,0.36,59.016,
,,,,364.893,0.38,60.317,
,,,,371.139,0.39,60.0,
,,,,358.894,0.38,67.857,
,,,,347.165,0.37,69.811,
,,,,354.512,0.38,63.333,
,,,,361.866,0.39,65.0,
,,,,368.999,0.4,63.492,
,,,,348.661,0.38,63.333,
,,,,337.934,0.37,58.73,
,,,,309.112,0.34,53.125,
,,,,361.867,0.4,56.338,
,,,,413.873,0.46,62.162,
,,,,411.328,0.46,56.79,
,,,,337.516,0.38,58.462,
