gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy
10.148,5.225,56.715,,,34558.859,10.148,5.225,34558.859,56.715,,
55.41,31.426,88.141,,,53250.066,55.41,31.426,53250.066,88.141,,
0.259,0.228,88.369,,,51880.508,0.259,0.228,51880.508,88.369,,
-0.344,-0.304,88.065,,,49995.09,-0.344,-0.304,49995.09,88.065,,
2.384,2.099,90.164,,,49553.102,2.384,2.099,49553.102,90.164,,
-8.461,-7.629,82.536,,,43962.152,-8.461,-7.629,43962.152,82.536,,
10.497,8.664,91.2,15700.988,30.38,47133.973,10.497,8.664,47133.973,91.2,100.0,
-1.042,-0.95,90.25,16187.372,32.24,45313.594,-1.042,-0.95,45313.594,90.25,100.0,
-8.316,-7.505,82.745,16694.605,34.18,40415.301,-8.316,-7.505,40415.301,82.745,100.0,
14.811,12.255,95.0,17801.469,37.41,45205.547,14.811,12.255,45205.547,95.0,100.0,
9.0,8.55,103.55,18008.02,38.78,48084.848,9.0,8.55,48084.848,103.55,100.0,
12.844,13.3,116.85,18390.371,41.11,52272.309,12.844,13.3,52272.309,116.85,100.0,
0.894,1.045,117.895,18934.449,44.75,49883.281,0.894,1.045,49883.281,117.895,100.0,
-9.267,-10.925,106.97,18282.463,45.83,42672.371,-9.267,-10.925,42672.371,106.97,100.0,
12.789,13.68,120.65,18348.201,48.64,45512.137,12.789,13.68,45512.137,120.65,100.0,
-1.814,-2.189,118.461,17892.703,50.02,42374.844,-9.535,-11.504,39042.543,109.146,100.0,
17.976,21.294,139.755,18230.84,53.66,47481.512,2.124,2.318,37869.426,111.464,100.0,
13.469,18.824,158.579,17189.242,54.04,50441.465,15.341,17.1,40893.945,128.563,100.0,
10.556,16.739,175.318,16923.6,57.45,51645.234,14.646,18.829,43418.828,147.393,100.0,
1.361,2.385,177.704,15719.097,57.32,48732.461,5.132,7.564,42494.316,154.956,99.983,
0.567,1.008,178.711,16277.69,61.23,47509.543,-7.862,-12.183,37955.594,142.773,99.984,
13.718,24.516,203.227,16419.592,64.18,51992.922,12.511,17.862,41096.438,160.635,99.984,
4.07,8.272,211.499,16261.991,65.83,52246.648,2.259,3.629,40578.273,164.264,99.97,
-0.579,-1.224,210.275,16572.506,68.36,50976.98,-1.095,-1.798,39386.711,162.466,99.942,
0.593,1.247,211.522,16116.966,69.58,48995.379,3.719,6.043,39032.082,168.509,99.914,
-13.138,-27.79,183.732,15863.168,70.45,41370.891,-21.343,-35.965,29844.822,132.544,99.915,
-2.502,-4.597,179.136,15340.156,66.89,41081.949,-7.662,-10.155,28067.854,122.388,99.925,
10.298,18.448,197.584,16745.445,71.17,46489.152,-1.203,-1.472,28450.1,120.916,99.93,
10.26,20.273,217.857,,,51033.602,10.421,12.601,31276.859,133.517,,
,,,,,,,,237.629,1.07,,
,,,,,,-59.979,-0.642,94.966,0.428,,
,,,,,,-12.057,-0.052,83.087,0.376,,
,,,,,,0.344,0.001,82.184,0.378,,
,,,,,,-30.894,-0.117,55.94,0.261,,
,,,,,,-25.215,-0.066,41.201,0.195,,
,,,,,,-22.222,-0.043,31.565,0.152,,
,,,,,,-28.571,-0.043,22.23,0.108,,
,,,0.0,0.0,,30.0,0.033,28.57,0.141,0.0,
,,,0.0,0.0,,23.077,0.033,34.836,0.174,0.0,
,,,0.0,0.0,,-37.5,-0.065,21.577,0.108,0.0,
,,,0.0,0.0,,170.0,0.184,57.665,0.293,0.0,
,,,0.0,0.0,,7.407,0.022,61.228,0.315,0.0,
,,,0.0,0.0,,3.448,0.011,62.655,0.325,0.0,
,,,0.0,0.0,,-13.333,-0.043,53.746,0.282,0.0,
,,,0.0,0.0,,-29.231,-0.082,37.691,0.2,0.0,
,,,0.0,0.0,,63.044,0.126,60.87,0.325,0.0,
,,,0.0,0.0,,-48.667,-0.158,30.85,0.167,0.0,
,,,0.0,0.0,,-22.078,-0.037,23.734,0.13,0.0,
,,,0.0,0.0,,-16.667,-0.022,19.534,0.108,0.0,
,,,0.0,0.0,,-40.0,-0.043,11.555,0.065,0.0,
,,,0.0,0.0,,433.333,0.282,60.681,0.347,0.0,
,,,0.0,0.0,,6.25,0.022,63.421,0.369,0.0,
,,,0.0,0.0,,-11.765,-0.043,55.009,0.325,0.0,
,,,0.0,0.0,,-9.375,-0.031,48.996,0.295,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,,122.46,,,,,,12.573,
,,,,137.16,,,,,,14.171,
,,,,154.07,,,,,,15.461,
,,,,174.62,,,,,,16.869,
,,,,200.68,,,,,,18.292,
,,,,192.62,,,,,,16.857,
,,,,222.71,,,,,,18.638,
,,,,233.17,,,,,,18.717,
,,,,247.07,,,,,,19.339,
,,,,243.07,,,,,,18.94,
,,,,286.89,,,,,,21.05,
,,,,285.66,,,,,,20.129,
,,,,324.47,,,,,,22.122,
,,,,362.4,,,,,,23.959,
,,,,383.58,,,,,,25.354,
,,,,407.98,,,,,,26.23,
,,,,397.77,,,,,,25.404,
,,,,411.66,,,,,,26.086,
,,,,423.32,,,,,,26.093,
,,,,423.22,,,,,,26.277,
,,,,419.93,,,,,,25.987,
,,,,473.1,,,,,,27.788,
,,,,417.76,,,,,,23.574,
,,21.105,,,7948.843,,,,,,19.856
4.574,0.965,22.07,,,8269.547,,,,,,22.345
4.009,0.885,22.955,,,8559.527,,,,,,25.471
7.689,1.765,24.72,,,9188.064,,,,,,29.063
0.0,0.0,24.72,,,9178.127,,,,,,29.07
3.905,0.965,25.686,643.267,1.73,9550.686,,,,,26.015,29.706
-3.758,-0.965,24.72,675.633,1.81,9227.522,,,,,32.035,31.025
-42.879,-10.6,14.12,431.862,1.15,5302.689,,,0.0,0.0,29.948,24.758
-37.466,-5.29,8.83,212.211,0.56,3346.111,,0.0,0.0,0.0,14.249,17.963
0.0,0.0,8.83,118.935,0.31,3387.737,,0.0,0.0,0.0,6.982,18.541
19.936,1.76,10.59,206.214,0.53,4120.514,,0.0,0.0,0.0,13.283,23.762
-8.356,-0.885,9.705,205.186,0.52,3829.653,,0.0,0.0,0.0,16.667,23.406
0.0,0.0,9.705,500.224,1.25,3883.916,,0.0,0.0,0.0,27.716,23.234
13.116,1.273,10.978,438.608,1.08,4458.522,,0.0,0.0,0.0,18.621,24.148
-4.224,-0.464,10.515,391.533,0.95,4333.503,,0.0,0.0,0.0,23.114,27.244
21.107,2.219,12.734,472.302,1.13,5322.369,,0.0,0.0,0.0,27.295,33.729
3.976,0.506,13.24,551.021,1.3,5612.064,,0.0,0.0,0.0,30.445,32.56
13.939,1.846,15.086,563.162,1.31,6485.305,,0.0,0.0,0.0,32.997,36.774
-0.533,-0.08,15.005,666.858,1.53,6540.152,,0.0,0.0,0.0,38.539,37.033
10.375,1.557,16.562,631.778,1.43,7317.224,,0.0,0.0,0.0,30.49,36.356
-2.857,-0.473,16.089,667.214,1.49,7204.567,,0.0,0.0,0.0,30.285,34.263
3.353,0.539,16.628,952.849,2.1,7544.949,,0.0,0.0,0.0,42.945,37.331
-3.244,-0.539,16.089,882.329,1.92,7393.636,,0.0,0.0,0.0,40.336,35.032
-2.059,-0.331,15.758,957.956,2.06,7327.782,,0.0,0.0,0.0,39.089,34.076
-8.288,-1.306,14.452,945.318,2.01,6796.742,,0.0,0.0,0.0,36.086,32.979
19.253,2.782,17.234,1422.768,2.99,8200.733,,0.0,0.0,0.0,45.098,34.697
-11.917,-2.054,15.18,1449.224,3.01,7308.918,,0.0,0.0,0.0,49.425,34.239
-5.985,-0.909,14.272,1003.099,2.06,6949.568,,0.0,0.0,0.0,33.387,31.051
-1.47,-0.21,14.062,1314.306,2.67,6922.071,,0.0,0.0,0.0,43.065,31.788
-10.13,-1.425,12.638,1163.577,2.34,6284.124,,0.0,0.0,0.0,45.525,31.014
0.838,0.106,12.743,1385.576,2.76,6397.497,,0.0,0.0,0.0,49.819,30.527
3.55,0.452,13.196,1489.756,2.94,6686.612,,0.0,0.0,0.0,45.794,29.654
-9.336,-1.232,11.964,1058.899,2.07,6120.064,,,,,27.49,24.427
14.642,1.752,13.716,1663.539,3.22,7085.864,,,,,47.917,31.483
-4.351,-0.597,13.119,1695.754,3.25,6845.04,,,,,50.466,29.259
-18.195,-2.387,10.732,1096.435,2.08,5657.118,,,,,36.364,26.269
7.982,0.857,11.588,1136.651,2.13,6184.075,,,,,36.41,27.332
-30.066,-3.484,8.104,761.893,1.41,4379.127,,,,,27.866,20.429
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,314.408,1.38,,,0.0,0.0,0.0,14.42,
,,,607.197,2.7,,,0.0,0.0,0.0,24.434,
,,,594.92,2.68,,,0.0,0.0,0.0,22.352,
,,,588.004,2.69,,,0.0,0.0,0.0,22.816,
,,,635.358,2.95,,,0.0,0.0,0.0,25.128,
,,,582.643,2.75,,,0.0,0.0,0.0,25.114,
,,,602.96,2.9,,,0.0,0.0,0.0,25.483,
,,,660.854,3.23,,,0.0,0.0,0.0,25.696,
,,,652.375,3.23,,,0.0,0.0,0.0,24.884,
,,,672.565,3.36,,,0.0,0.0,0.0,22.687,
,,,685.819,3.46,,,0.0,0.0,0.0,22.511,
,,,666.237,3.45,,,0.0,0.0,0.0,22.186,
,,,843.479,4.79,,,0.0,0.0,0.0,26.971,
,,,772.989,4.85,,,0.0,0.0,0.0,28.664,
,,,757.938,4.85,,,0.0,0.0,0.0,27.604,
,,,810.082,5.07,,,0.0,0.0,0.0,27.735,
,,,1023.038,6.25,,,,,,31.188,
,,,1053.632,6.27,,,,,,31.287,
,,,1087.875,6.29,,,,,,30.894,
,,,1034.801,5.86,,,,,,30.067,
,,,1203.37,6.73,,,,,,32.702,
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,2.793,1462.932,2.793,,
,,,,,,140.816,3.933,3434.566,6.726,,
,,,,,,300.0,20.178,13366.429,26.904,,
,,,,,,59.993,16.14,20652.094,43.044,,
,,,,,,-10.064,-4.332,17762.484,38.713,,
,,,,,,13.742,5.32,19212.645,44.033,,
,,,,,,3.107,1.368,18809.037,45.401,,
,,,,,,5.692,2.584,18878.082,47.984,,
,,,,,,1.386,0.665,18179.098,48.65,,
,,,,,,32.494,15.808,22882.252,64.457,,
,,,,,,-23.803,-15.342,16577.65,49.115,,
,,,,,,-39.072,-19.19,9615.943,29.925,,
,,,,,,6.349,1.9,9745.943,31.825,,
,,,,,,10.746,3.42,10294.733,35.245,,
,,,,,,23.989,8.455,12259.607,43.7,,
,,,,,,13.043,5.7,13408.18,49.4,,
,,,,,,7.692,3.8,13999.576,53.2,,
,,,,,,-10.714,-5.7,12142.282,47.5,,
,,,,,,10.0,4.75,12992.405,52.25,,
,,,,,,23.636,12.35,15641.472,64.6,,
,,,,,,-8.824,-5.7,13901.385,58.9,,
,,,,,,5.484,3.23,14309.143,62.13,,
,,,,,,3.517,2.185,14469.63,64.315,,
,,,,,,-6.056,-3.895,13293.811,60.42,,
,,,,,,0.472,0.285,13079.317,60.705,,
,,,,,,-0.782,-0.475,12725.369,60.23,,
,,,,,,1.262,0.76,12653.325,60.99,,
,,,,,,2.336,1.425,12731.653,62.415,,
,,,,,,-3.196,-1.995,12130.172,60.42,,
,,,,,,-18.239,-11.02,9766.706,49.4,,
,,,987.431,5.09,,13.077,6.46,10836.524,55.86,34.959,
,,,1004.564,5.3,,5.102,2.85,11127.917,58.71,34.983,
,,,1065.616,5.76,,-4.531,-2.66,10369.402,56.05,34.951,
,,,1124.011,6.23,,-6.78,-3.8,9426.898,52.25,34.98,
,,,1167.46,6.64,,46.545,24.32,13462.711,76.57,34.966,
,,,1413.157,8.25,,40.199,30.78,18388.166,107.35,38.714,
,,,1637.266,9.78,,16.77,18.003,20985.217,125.353,42.046,
,,,2256.782,13.76,,15.801,19.807,23807.738,145.16,55.799,
,,,2588.154,16.12,,4.058,5.89,24251.904,151.05,55.817,
,,,2724.76,17.33,,0.0,0.0,23749.275,151.05,59.39,
,,,2986.757,19.39,,5.748,8.683,24604.623,159.733,63.345,
,,,2501.561,15.48,,-53.283,-85.11,12058.964,74.622,63.339,
,,,3696.839,21.7,,55.315,41.277,19744.865,115.9,67.349,
,,,4278.868,25.61,,4.918,5.7,20316.686,121.6,71.857,
,,,4191.698,25.56,,-2.734,-3.325,19396.445,118.275,72.061,
,,,4103.522,25.41,,24.442,28.909,23769.02,147.184,72.044,
,,,3388.939,21.29,,0.5,0.736,23545.803,147.919,72.096,
,,,3560.528,22.71,,-8.1,-11.981,21312.686,135.938,72.602,
,,,3533.612,22.89,,-3.0,-4.078,20355.664,131.86,71.264,
,,,3452.536,22.68,,2.231,2.942,20520.646,134.802,71.568,
,,,3237.177,21.54,,-8.384,-11.302,18560.414,123.5,71.561,
,,,3379.221,22.76,,17.2,21.242,21490.121,144.742,71.058,
,,,,,,2.41,3.488,21758.996,148.23,,
,,40.792,,,11106.325,,,,,,22.575
0.212,0.087,40.878,,,11039.809,,,,,,24.518
4.447,1.818,42.696,,,11440.548,,,,,,24.444
4.257,1.818,44.514,,,11852.886,,,,,,24.282
6.125,2.727,47.241,,,12520.125,,,,,,23.79
15.186,7.174,54.414,1788.237,6.77,14373.106,,,,,23.872,26.95
3.518,1.914,56.329,1658.13,6.29,14849.025,,,,,21.446,26.39
-42.871,-24.149,32.18,331.95,1.26,8477.963,,,0.0,0.0,6.8,24.609
-45.916,-14.776,17.404,68.628,0.26,4593.942,,0.0,0.0,0.0,1.869,17.018
15.69,2.731,20.135,87.522,0.33,5340.2,,0.0,0.0,0.0,3.392,22.815
17.189,3.461,23.596,61.378,0.23,6296.881,,0.0,0.0,0.0,1.705,23.922
6.91,1.631,25.227,174.636,0.65,6777.667,,0.0,0.0,0.0,4.012,23.498
-7.685,-1.939,23.288,132.615,0.49,6302.723,,0.0,0.0,0.0,3.415,23.526
-12.41,-2.89,20.398,76.388,0.28,5564.801,,0.0,0.0,0.0,1.637,19.215
3.364,0.686,21.084,275.183,1.0,5801.96,,0.0,0.0,0.0,7.68,24.009
13.867,2.924,24.008,450.045,1.62,6669.504,,0.0,0.0,0.0,14.687,30.766
3.992,0.958,24.966,528.068,1.88,7012.67,,0.0,0.0,0.0,13.156,27.355
1.104,0.276,25.242,600.148,2.11,7179.521,,0.0,0.0,0.0,12.303,25.915
8.473,2.139,27.381,726.291,2.52,7891.357,,0.0,0.0,0.0,13.505,26.808
-0.251,-0.069,27.312,785.954,2.69,7979.883,,0.0,0.0,0.0,14.478,26.552
5.472,1.494,28.806,895.203,3.02,8538.918,,0.0,0.0,0.0,21.238,30.696
-0.904,-0.261,28.546,740.309,2.46,8590.544,,0.0,0.0,0.0,20.725,31.853
17.828,5.089,33.635,733.403,2.4,10278.375,,0.0,0.0,0.0,18.141,34.285
-10.238,-3.444,30.191,629.578,2.03,9363.488,,0.0,0.0,0.0,15.508,31.083
-15.963,-4.819,25.372,660.277,2.1,7977.41,,0.0,0.0,0.0,14.614,28.181
14.228,3.61,28.982,1016.24,3.19,9232.802,,0.0,0.0,0.0,67.158,44.074
9.101,2.638,31.62,861.346,2.67,10200.543,,0.0,0.0,0.0,66.917,46.162
-2.358,-0.745,30.874,940.15,2.88,10078.594,,0.0,0.0,0.0,66.977,45.006
-18.469,-5.702,25.172,733.111,2.22,8312.545,,0.0,0.0,0.0,55.779,39.7
-4.588,-1.155,24.017,584.321,1.75,8019.262,,0.0,0.0,0.0,50.578,39.267
0.086,0.021,24.038,668.069,1.98,8110.515,,0.0,0.0,0.0,49.5,37.603
-10.895,-2.619,21.419,337.461,0.99,7300.959,,0.0,0.0,0.0,29.032,32.876
4.063,0.87,22.289,206.579,0.6,7674.033,,,,,17.91,32.469
0.44,0.098,22.387,114.738,0.33,7783.683,,,,,12.0,31.62
-3.642,-0.815,21.572,182.515,0.52,7571.404,,,,,16.561,30.44
9.426,2.033,23.605,602.779,1.7,8369.712,,,,,37.528,33.58
-5.605,-1.323,22.282,437.801,1.22,7995.917,,,,,29.257,31.763
-27.861,-6.208,16.074,221.814,0.61,5844.902,,,,,14.628,25.247
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
