gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy
11.629,3.487,33.475,0.0,0.0,234.965,11.701,3.508,235.036,33.485,0.0,2.251
0.666,0.223,33.698,0.034,0.005,231.991,0.636,0.213,231.991,33.698,0.002,2.198
2.527,0.852,34.549,1.453,0.215,233.435,2.527,0.852,233.435,34.549,0.097,2.192
-8.955,-3.094,31.455,2.161,0.326,208.718,-8.955,-3.094,208.718,31.455,0.146,2.009
3.96,1.245,32.701,2.433,0.373,213.26,3.96,1.245,213.26,32.701,0.159,2.023
13.282,4.343,37.044,2.502,0.39,237.613,13.282,4.343,237.613,37.044,0.161,2.26
17.143,6.351,43.395,2.449,0.388,273.885,17.143,6.351,273.885,43.395,0.154,2.53
9.211,3.997,47.392,2.977,0.479,294.394,9.211,3.997,294.394,47.392,0.184,2.635
10.367,4.913,52.305,3.423,0.56,319.878,10.367,4.913,319.878,52.305,0.203,2.734
10.176,5.323,57.627,5.867,0.974,347.076,9.278,4.853,344.246,57.158,0.334,2.845
8.672,4.997,62.625,6.983,1.177,371.558,8.851,5.059,369.136,62.217,0.382,2.908
4.801,3.007,65.632,7.723,1.321,383.721,4.752,2.957,381.041,65.173,0.411,2.944
18.663,12.249,77.88,15.292,2.653,448.914,17.418,11.352,441.103,76.525,0.793,3.454
24.608,19.165,97.045,21.834,3.84,551.788,0.747,0.572,438.366,77.097,1.121,4.118
26.603,25.817,122.862,52.466,9.35,689.415,2.128,1.641,441.822,78.738,2.893,5.347
18.151,22.301,145.163,64.939,11.72,804.328,20.813,16.388,527.081,95.126,3.444,6.177
11.925,17.31,162.473,67.952,12.41,889.632,8.636,8.215,565.852,103.341,3.458,6.785
18.927,30.752,193.225,98.472,18.19,1046.03,9.983,10.317,615.291,113.658,4.772,7.695
4.164,8.046,201.271,94.755,17.7,1077.484,-1.094,-1.243,601.799,112.414,4.473,7.812
5.18,10.427,211.698,91.145,17.21,1121.158,2.109,2.37,607.903,114.785,4.178,7.996
2.985,6.319,218.016,76.318,14.56,1142.766,0.691,0.793,605.817,115.577,3.331,7.737
17.702,38.592,256.609,142.781,27.51,1331.841,24.385,28.183,746.141,143.761,6.05,8.73
-19.455,-49.923,206.686,65.341,12.71,1062.558,-14.602,-20.991,631.148,122.769,2.771,7.082
33.423,69.082,275.768,177.486,34.85,1404.445,22.348,27.436,764.975,150.206,6.823,8.658
-0.339,-0.934,274.834,121.402,24.06,1386.754,14.689,22.064,869.235,172.27,4.562,8.339
18.532,50.931,325.765,224.825,44.96,1629.008,15.127,26.059,991.753,198.328,8.217,9.603
17.823,58.062,383.828,327.877,66.14,1902.758,10.673,21.167,1088.112,219.496,11.738,11.049
5.921,22.727,406.555,382.14,77.75,1998.208,6.37,13.981,1147.533,233.477,13.362,11.406
5.611,22.811,429.365,369.222,75.76,2092.544,1.957,4.568,1160.13,238.045,13.255,12.208
-13.622,-58.487,370.879,261.385,54.07,1792.901,1.34,3.191,1166.181,241.236,9.463,10.806
1.467,5.441,376.32,300.808,62.72,1804.85,12.676,30.578,1303.634,271.814,10.792,10.867
-4.627,-17.412,358.908,249.136,52.36,1707.731,-7.428,-20.191,1197.258,251.624,8.813,10.325
-0.439,-1.574,357.333,273.818,57.99,1687.263,2.322,5.842,1215.704,257.465,9.373,10.114
-12.061,-43.096,314.237,241.468,51.48,1473.932,-5.866,-15.102,1136.809,242.363,8.379,9.258
28.713,90.228,404.465,424.726,91.03,1887.144,0.397,0.963,1135.31,243.327,13.739,11.327
-20.942,-84.703,319.762,226.971,48.87,1485.099,-5.551,-13.506,1067.377,229.821,7.177,8.585
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.838,21595.92,0.838,,
,,,,,,-100.0,-0.838,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.356,7897.949,0.356,,
,,,,,,-10.714,-0.038,6986.716,0.317,,
,,,,,,44.0,0.14,9968.078,0.457,,
,,,,,,-100.0,-0.457,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.635,12422.53,0.635,,
,,,,,,0.0,0.0,11750.116,0.635,,
,,,,,,18.0,0.114,13099.821,0.749,,
,,,,,,15.254,0.114,14247.884,0.864,,
,,,,,,13.235,0.114,15211.288,0.978,,
,,,,,,6.494,0.063,15263.064,1.041,,
,,,,,,-7.317,-0.076,13330.869,0.965,,
,,,,,,-1.316,-0.013,12416.295,0.952,,
,,,,,,177.333,1.689,32582.967,2.641,,
,,,,,,3.365,0.089,31985.297,2.73,,
,,,,,,-2.326,-0.063,29770.057,2.667,,
,,,,,,-0.476,-0.013,28279.357,2.654,,
,,,,,,-5.263,-0.14,25581.053,2.514,,
,,,,,,-12.626,-0.317,21345.854,2.197,,
,,,,,,21.965,0.483,24879.068,2.68,,
,,,,,,-4.739,-0.127,22667.219,2.553,,
,,,,,,7.96,0.203,23423.818,2.756,,
,,,,,,-1.843,-0.051,22029.914,2.705,,
,,,,,,-10.329,-0.279,18946.264,2.426,,
,,,,,,-11.967,-0.29,16012.492,2.135,,
,,,,,,-0.913,-0.019,15256.456,2.116,,
,,,,,,105.3,2.228,30184.393,4.344,,
,,,,,,336.7,14.625,127241.312,18.969,,
,,,,,,117.065,22.206,266798.75,41.174,,
,,,,,,31.139,12.821,338175.688,53.995,,
,,,,,,31.889,17.218,431393.438,71.214,,
,,,,,,14.759,10.51,479120.219,81.724,,
,,,,,,-1.986,-1.623,454644.719,80.101,,
,,,,,,4.765,3.817,461180.469,83.918,,
,,,,,,0.372,0.312,448197.781,84.23,,
,,,,,,-3.183,-2.681,420126.094,81.549,,
,,,,,,-0.12,-0.097,405954.375,81.451,,
,,,,,,4.297,3.5,409325.156,84.952,,
,,,,,,1.194,1.014,400397.531,85.966,,
,,,,,,-2.512,-2.16,377277.312,83.806,,
,,,,,,0.262,0.219,365603.281,84.026,,
,,,,,,-0.232,-0.195,352633.469,83.83,,
,,,,,,3.896,3.266,354417.781,87.097,,
,,,,,,-2.004,-1.745,336262.531,85.352,,
,,,,,,1.959,1.672,332232.375,87.024,,
,,,,,,1.507,1.311,327325.469,88.335,,
,,,,,,7.638,6.747,342728.0,95.082,,
,,,,,,5.881,5.592,353584.438,100.674,,
,,,,,,0.634,0.639,347019.188,101.312,,
,,,,,,13.184,13.357,383372.375,114.67,,
,,,,,,-0.867,-0.994,371232.969,113.675,,
,,,,,,0.077,0.088,363200.125,113.763,,
,,,,,,-7.688,-8.746,328019.0,105.017,,
,,,,,,4.243,4.456,334720.438,109.473,,
,,,0.0,0.0,,0.623,0.683,329869.125,110.156,0.0,
,,,0.0,0.0,,0.876,0.965,326097.75,111.121,0.0,
,,,0.0,0.0,,0.544,0.604,321539.25,111.725,0.0,
,,,0.0,0.0,,7.81,8.726,340211.375,120.451,0.0,
,,,0.0,0.0,,-0.982,-1.183,330866.812,119.268,0.0,
,,,0.0,0.0,,-1.823,-2.174,319295.0,117.094,0.0,
,,,0.0,0.0,,4.669,5.467,328746.406,122.561,0.0,
,,,0.0,0.0,,-2.517,-3.085,315439.75,119.476,0.0,
,,,7462.706,2.87,,-0.817,-0.976,308129.062,118.5,89.13,
,,,7737.202,3.02,,-6.088,-7.214,285113.562,111.286,89.086,
,,,7928.012,3.14,,7.609,8.467,302358.906,119.753,87.955,
,,,7720.758,3.1,,4.204,5.034,310792.656,124.788,88.571,
,,,8066.162,3.28,,-1.823,-2.275,301282.844,122.513,88.649,
,,,8914.172,3.67,,-2.857,-3.5,289074.531,119.013,88.647,
,,,9023.928,3.76,,6.611,7.868,304513.062,126.881,88.679,
,,,8850.419,3.73,,4.755,6.033,315375.094,132.915,94.67,
,,,8920.167,3.8,,-2.623,-3.486,303821.938,129.428,94.763,
,,,8598.852,3.7,,-0.679,-0.879,298749.844,128.549,94.629,
,,,8796.107,3.82,,-2.253,-2.896,289333.719,125.653,94.554,
,,,5044.994,2.21,,3.302,4.149,296310.906,129.801,47.629,
,,,4753.97,2.1,,-2.614,-3.393,286161.625,126.408,47.727,
,,,5029.391,2.24,,-8.75,-11.061,258984.625,115.347,47.761,
,,,,,,-8.163,-9.416,235925.438,105.931,,
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,0.563,,,68.25,,0.792,96.105,0.792,,0.469
49.18,0.277,0.839,,,101.033,49.315,0.391,142.397,1.183,,0.653
204.396,1.716,2.555,,,305.302,201.835,2.388,426.673,3.571,,1.711
53.069,1.356,3.911,,,463.53,53.799,1.921,650.898,5.492,,2.343
4.009,0.157,4.068,,,477.888,3.755,0.206,669.418,5.699,,2.186
-9.751,-0.397,3.672,,,427.772,-9.714,-0.554,599.457,5.145,,1.754
-21.654,-0.795,2.876,,,332.687,-31.013,-1.596,410.521,3.549,,1.32
-32.626,-0.938,1.938,,,222.755,-32.722,-1.161,274.481,2.388,,0.864
0.748,0.015,1.952,,,223.054,0.909,0.022,275.289,2.41,,0.838
117.9,2.302,4.254,,,482.88,-18.919,-0.456,221.758,1.954,,1.772
165.572,7.044,11.299,,,1275.114,-93.889,-1.834,13.475,0.119,,4.259
74.893,8.462,19.761,,,2219.692,236.364,0.282,45.114,0.402,,7.032
27.604,5.455,25.215,,,2821.963,-72.973,-0.293,12.148,0.109,,8.515
6.681,1.685,26.9,,,3002.84,220.0,0.239,38.774,0.347,,8.773
6.986,1.879,28.779,,,3206.832,328.125,1.14,165.703,1.487,,9.043
28.534,8.212,36.991,,,4119.044,-16.207,-0.241,138.751,1.246,,11.01
8.78,3.248,40.239,,,4481.776,-6.667,-0.083,129.533,1.163,,12.156
10.658,4.289,44.528,,,4963.833,-28.571,-0.332,92.605,0.831,,13.13
5.079,2.262,46.79,,,5224.118,16.667,0.138,108.209,0.969,,13.704
5.141,2.405,49.195,,,5503.109,-14.286,-0.138,92.926,0.831,,14.493
9.072,4.463,53.658,,,6017.441,33.333,0.277,124.213,1.108,,15.928
-0.694,-0.373,53.285,,,5992.455,24.868,0.275,155.538,1.383,,15.506
11.518,6.137,59.423,,,6702.53,-12.0,-0.166,137.28,1.217,,17.16
-2.858,-1.698,57.724,,,6533.008,-90.909,-1.106,12.522,0.111,,16.289
2.943,1.699,59.423,,,6749.24,0.0,0.0,12.567,0.111,,16.916
6.049,3.594,63.017,363.832,3.19,7187.396,-11.75,-0.013,11.137,0.098,7.613,19.382
-15.548,-9.798,53.22,330.212,2.88,6101.993,-3.477,-0.003,10.806,0.094,7.078,20.227
-11.459,-6.098,47.121,319.546,2.77,5435.889,335.249,0.316,47.322,0.41,7.816,19.034
-6.951,-3.275,43.846,353.015,3.04,5091.511,74.996,0.308,83.361,0.718,8.034,16.604
0.039,0.017,43.863,299.469,2.56,5131.065,-14.239,-0.102,72.018,0.616,6.74,17.266
20.693,9.076,52.939,378.646,3.21,6244.615,-16.594,-0.102,60.57,0.513,7.707,19.386
2.163,1.145,54.084,354.704,2.98,6437.542,-20.178,-0.104,48.787,0.41,6.982,19.884
-20.222,-10.937,43.147,225.99,1.88,5186.613,0.184,0.001,49.361,0.411,4.414,16.775
-16.33,-7.046,36.101,244.082,2.01,4383.945,-24.697,-0.101,37.549,0.309,4.849,14.596
-13.36,-4.823,31.278,246.254,2.01,3832.07,-33.199,-0.103,25.306,0.207,5.292,14.393
8.919,2.79,34.068,235.87,1.91,4207.154,-1.504,-0.003,25.125,0.203,4.704,15.663
-15.936,-5.429,28.639,237.714,1.91,3564.373,0.0,0.0,25.321,0.203,4.396,12.739
-11.335,-3.246,25.393,193.108,1.54,3184.154,2.762,0.006,26.216,0.209,3.659,11.645
5.671,1.44,26.833,222.286,1.76,3388.97,0.0,0.0,26.405,0.209,4.162,11.902
-2.364,-0.634,26.199,189.439,1.49,3330.922,1553.191,3.247,439.44,3.456,3.599,12.018
24.678,6.465,32.664,221.363,1.73,4179.536,848.23,29.318,4193.612,32.774,3.938,13.829
3.04,0.993,33.657,278.134,2.16,4333.869,-85.247,-27.939,622.586,4.835,4.749,13.979
0.778,0.262,33.919,303.147,2.34,4394.202,-36.625,-1.771,396.965,3.064,5.455,14.572
0.007,0.002,33.921,307.495,2.36,4419.757,-62.738,-1.922,148.766,1.142,5.296,14.728
-28.47,-9.658,24.264,256.721,1.96,3178.073,-90.909,-1.038,13.595,0.104,4.63,11.999
10.134,2.459,26.723,259.474,1.97,3519.73,404.491,0.42,68.971,0.524,4.284,12.632
14.489,3.872,30.594,275.748,2.08,4055.943,600.0,3.142,485.942,3.666,4.164,13.614
-6.806,-2.082,28.512,315.156,2.36,3807.549,8.772,0.322,532.437,3.987,5.077,13.345
-3.396,-0.968,27.544,314.89,2.34,3706.55,-26.977,-1.076,391.792,2.911,5.437,13.904
-0.663,-0.182,27.361,290.282,2.14,3711.472,-35.252,-1.026,255.71,1.885,4.561,12.934
9.656,2.642,30.003,254.472,1.86,4104.864,-42.026,-0.792,149.522,1.093,3.819,13.354
4.156,1.247,31.25,282.915,2.05,4312.804,-10.881,-0.119,134.416,0.974,4.601,14.664
2.835,0.886,32.137,268.711,1.93,4474.322,0.0,,,,4.296,14.73
-5.935,-1.907,30.229,283.811,2.02,4247.218,0.0,,,,4.34,13.815
-6.353,-1.92,28.309,304.855,2.15,4013.982,0.0,,,,4.909,13.382
3.171,0.898,29.206,328.119,2.29,4184.803,0.0,,,,5.694,14.949
13.057,3.814,33.02,442.936,3.05,4795.332,0.0,,,,6.448,14.885
-18.127,-5.986,27.035,429.08,2.91,3986.24,0.0,,,,5.753,11.664
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,,,,,0.0,0.0,0.0,,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,,0.0,0.0,,,,,,0.0,
,,1216.758,,,,,,,,,17.591
11.557,140.616,1357.374,,,,,,,,,18.452
10.097,137.051,1494.425,,,,,,,,,19.33
7.975,119.179,1613.604,,,,,,,,,20.119
6.868,110.83,1724.434,,,,,,,,,20.592
9.882,170.414,1894.847,,,,,,,1875.014,,21.508
9.308,176.371,2071.218,,,,7.303,136.923,,2011.937,,22.41
5.179,107.264,2178.483,,,,4.237,85.252,,2097.189,,22.42
8.752,190.666,2369.149,,,,6.73,141.139,,2238.328,,23.204
6.036,143.008,2512.157,,,,10.284,230.179,,2468.507,,23.316
9.108,228.812,2740.969,,,,11.001,271.555,,2740.062,,24.243
10.044,275.298,3016.267,,,,10.953,300.133,,3040.194,,25.676
7.151,215.702,3231.969,,,,7.805,237.284,,3277.478,,26.331
6.637,214.506,3446.476,,,,7.57,248.092,,3525.57,,26.913
6.155,212.126,3658.601,,,,9.243,325.879,,3851.448,,27.808
3.066,112.173,3770.774,,,,7.035,270.939,,4122.388,,28.032
5.895,222.269,3993.042,,,,6.916,285.119,,4407.507,,29.065
7.949,317.416,4310.458,,,,7.608,335.323,,4742.83,,30.614
7.225,311.436,4621.894,,,,6.99,331.534,,5074.364,,32.148
9.115,421.284,5043.178,,,,9.651,489.723,,5564.086,,33.8
-13.912,-701.59,4341.588,,554.851,,-0.311,-17.323,,5546.764,45.715,36.228
2.636,114.451,4456.04,,582.676,,7.715,427.925,,5974.689,46.031,36.359
5.438,242.3,4698.34,,602.616,,6.964,416.047,,6390.736,45.589,37.219
5.386,253.044,4951.384,,605.597,,6.577,420.293,,6811.03,45.049,38.428
2.24,110.934,5062.318,,620.803,,3.741,254.782,,7065.812,45.727,39.235
