hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy
,,,292.663,4.69,,58.92,
,,,248.647,4.03,,47.692,
,,,248.218,4.07,,48.166,
,,,241.123,4.0,,46.03,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,225.954,3.41,,98.841,
,,,222.032,3.44,,98.286,
,,,197.939,3.15,,96.626,
,,,213.399,3.49,,95.879,
,,,230.823,3.88,,95.567,
,,,215.917,3.73,,94.43,
,,,216.885,3.85,,87.699,
,,,208.746,3.81,,75.446,
,,,223.144,4.19,,76.46,
,,,206.012,3.98,,71.454,
,,,212.295,4.22,,73.905,
,,,212.726,4.35,,75.916,
,,,200.165,4.21,,79.434,
,,,200.159,4.33,,70.407,
,,,194.174,4.33,,64.918,
,,,187.723,4.32,,56.104,
,,,182.611,4.33,,62.572,
,,,206.615,5.04,,64.286,
,,,198.192,4.97,,60.024,
,,,207.119,5.34,,63.952,
,,,204.975,5.43,,65.501,
,,,183.833,5.0,,62.112,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,349.185,5997.722,118.088,17735.199,,25.139
10.934,38.181,387.366,6531.958,131.0,19314.93,,26.195
2.232,8.646,396.012,6562.313,133.924,19404.691,,25.61
1.699,6.73,402.742,6569.577,136.2,19426.168,,24.474
10.601,42.693,445.435,7161.664,150.638,21176.963,,25.521
4.978,22.174,467.609,7377.658,158.137,21815.654,,25.025
2.734,12.786,480.395,7422.145,162.461,21947.201,,24.928
11.805,56.709,537.105,8173.753,181.639,24169.699,,25.894
7.165,38.485,575.59,8650.511,194.654,25579.465,,25.553
8.226,47.35,622.94,9234.747,210.667,27307.045,,26.812
-3.891,-24.238,598.702,8751.202,202.47,25877.211,,26.156
5.047,30.217,628.919,9072.942,212.689,26828.594,,26.238
3.507,22.053,650.972,9282.906,220.147,27449.453,,25.674
6.862,44.671,695.644,9817.514,235.254,29030.283,,26.919
3.769,26.22,721.863,10079.683,244.121,29805.512,,27.136
2.878,20.779,742.642,10246.124,251.148,30297.678,,27.387
5.92,43.962,786.603,10719.591,266.015,31697.713,,29.179
-3.09,-24.306,762.297,10270.099,257.795,30368.568,,29.155
3.164,24.12,786.417,10486.764,265.952,31009.246,,30.243
7.584,59.645,846.063,11175.771,286.123,33046.637,,30.586
6.124,51.812,897.875,11749.186,303.645,34742.215,66.151,31.424
2.302,20.669,918.544,11894.398,310.635,35171.605,66.292,31.839
1.793,16.473,935.018,11960.788,316.206,35367.922,63.7,31.402
-2.774,-25.936,909.082,11465.01,307.435,33901.906,60.756,29.355
-5.525,-50.225,858.857,10660.895,290.45,31524.148,58.312,27.462
1.802,15.476,874.332,10691.005,295.683,31613.184,61.525,29.061
3.921,34.279,908.612,10967.969,307.276,32432.164,60.607,30.078
2.571,23.356,931.968,11118.195,315.175,32876.387,60.771,30.047
2.233,20.815,952.783,11239.432,322.214,33234.875,60.768,29.962
1.751,16.682,969.465,11312.703,327.856,33451.539,59.281,29.367
1.892,18.346,987.811,11405.471,334.06,33725.852,59.881,29.209
6.146,60.714,1048.525,11981.948,354.592,35430.492,62.033,30.182
-1.667,-17.483,1031.042,11668.257,348.68,34502.91,60.922,29.532
-5.108,-52.663,978.379,10976.015,330.87,32455.955,58.875,28.432
4.271,41.785,1020.164,11348.794,345.001,33558.258,59.712,28.73
3.408,34.772,1054.936,11567.198,354.92,34381.41,60.317,28.922
-7.075,-80.997,973.938,10643.888,329.99,31414.564,57.653,27.265
5.355,45.536,1019.475,11079.93,347.05,32547.789,59.433,27.603
-3.761,-44.629,974.846,10565.331,334.07,30830.57,58.365,26.269
0.672,0.3,975.146,10573.874,337.43,30557.668,57.937,25.879
6.961,61.283,1036.429,11121.832,358.3,32171.334,59.08,27.323
-2.505,-32.322,1004.107,10737.78,349.32,30865.342,58.944,26.62
4.175,35.387,1039.494,11073.73,363.91,31631.662,59.368,26.546
2.684,21.268,1060.762,11249.139,373.68,31932.842,60.777,27.415
-2.331,-31.125,1029.638,10863.87,364.96,30649.529,61.324,27.696
-4.693,-54.342,975.296,10242.491,347.87,28716.08,59.79,25.991
6.927,61.196,1036.492,10837.171,371.97,30197.703,60.825,26.618
1.209,6.176,1042.668,10851.531,376.46,30055.105,61.486,26.695
3.03,25.12,1067.788,11061.868,387.87,30452.816,60.82,26.701
-2.371,-31.555,1036.234,10695.78,378.68,29268.32,59.532,25.856
-0.081,-6.998,1029.236,10589.072,378.37,28804.221,59.217,25.515
0.848,2.581,1031.817,10566.122,381.58,28571.479,59.171,25.931
2.375,18.295,1050.112,10686.555,390.64,28727.408,60.593,25.995
-2.203,-29.141,1020.97,10315.035,382.02,27567.516,60.076,25.048
-1.069,-14.634,1006.336,10020.099,375.98,26819.475,59.877,24.837
1.251,8.842,1015.178,10053.92,380.93,26793.693,61.039,26.661
-0.97,-13.529,1001.649,9884.94,377.16,26252.096,60.254,26.06
4.087,37.133,1038.782,10207.174,392.51,27013.396,61.481,26.442
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,21.281,0.08,,80.0,
,,,20.807,0.08,,80.0,
,,,20.353,0.08,,80.0,
,,,19.867,0.08,,80.0,
,,,29.161,0.12,,80.0,
,,,30.887,0.13,,81.25,
,,,32.601,0.14,,82.353,
,,,31.996,0.14,,87.5,
,,,31.339,0.14,,87.5,
,,,30.671,0.14,,87.5,
,,,27.897,0.13,,81.25,
,,,31.699,0.15,,83.333,
,,,31.425,0.15,,83.333,
,,,29.152,0.14,,100.0,
,,,35.426,0.17,,100.0,
,,,35.275,0.17,,100.0,
,,,34.664,0.17,,100.0,
,,,30.02,0.15,,100.0,
,,,29.442,0.15,,100.0,
,,,28.794,0.15,,100.0,
,,,28.074,0.15,,100.0,
,,,27.487,0.15,,100.0,
,,4.01,,1.356,,,
10.103,0.405,4.415,,1.493,,,
12.927,0.571,4.985,,1.686,,,
10.617,0.529,5.515,,1.865,,,
10.724,0.591,6.106,,2.065,,,
13.351,0.815,6.921,,2.341,,,
-0.675,-0.047,6.875,,2.325,,,12.135
6.452,0.444,7.318,,2.475,,,12.158
6.542,0.479,7.797,,2.637,,,11.844
11.328,0.883,8.68,,2.935,,,12.379
-6.2,-0.538,8.142,,2.753,,,10.536
6.094,0.496,8.638,,2.921,,,10.534
0.209,0.018,8.656,,2.927,,,9.981
36.09,3.124,11.78,,3.984,,,12.946
21.871,2.576,14.357,,4.855,,,15.266
14.444,2.074,16.431,,5.556,,,18.018
3.846,0.632,17.062,,5.77,,,18.808
-3.256,-0.556,16.507,,5.582,,,18.295
10.988,1.814,18.321,,6.196,,,20.247
12.489,2.288,20.609,,6.97,,,21.776
14.489,2.986,23.595,,7.979,,71.529,24.004
16.846,3.975,27.57,,9.324,,80.54,27.086
3.866,1.066,28.635,,9.684,,76.571,26.423
6.509,1.864,30.499,,10.314,,79.421,28.283
7.949,2.424,32.924,,11.134,,80.183,28.716
4.565,1.503,34.427,,11.643,,80.329,29.001
-2.708,-0.932,33.495,,11.327,,74.169,26.686
-4.771,-1.598,31.896,,10.787,,62.419,23.23
11.465,3.657,35.554,,12.024,,65.958,24.098
-3.392,-1.206,34.347,,11.616,,61.878,21.976
-1.321,-0.454,33.894,,11.462,,57.836,20.115
15.386,5.215,39.109,,13.226,,65.768,22.835
-3.479,-1.361,37.748,,12.766,,60.511,20.903
0.653,0.247,37.995,,12.849,,55.325,18.965
16.704,6.347,44.341,,14.995,,60.595,21.394
2.468,1.094,45.436,,15.365,,57.727,21.133
-10.764,-5.154,40.282,,13.712,,48.112,18.156
5.471,1.93,42.211,,14.462,,48.018,18.572
4.358,1.557,43.768,,15.092,,46.946,18.481
6.253,2.441,46.209,,16.036,,47.199,18.849
7.049,2.944,49.153,,17.166,,47.922,19.908
4.774,2.023,51.176,,17.985,,47.392,19.626
-0.3,-0.472,50.703,,17.931,,44.866,18.68
11.89,5.676,56.38,,20.064,,49.075,20.119
-6.067,-3.748,52.632,,18.846,,45.291,19.158
12.996,6.475,59.108,,21.296,,49.554,20.624
-1.501,-1.242,57.865,,20.976,,47.274,19.718
6.959,3.652,61.518,,22.436,,48.649,20.106
-2.469,-1.88,59.637,,21.882,,46.023,19.186
-1.567,-1.286,58.351,,21.539,,44.092,18.225
4.42,2.217,60.567,,22.491,,43.536,17.175
1.757,0.7,61.267,,22.886,,42.901,16.624
18.978,11.199,72.466,,27.229,,50.67,18.971
-1.031,-1.166,71.299,,26.949,,47.699,18.336
-19.908,-14.405,56.895,,21.584,,36.494,13.92
24.762,13.828,70.722,,26.929,,47.376,18.956
10.83,7.372,78.095,,29.845,,48.729,18.602
5.945,4.341,82.436,,31.619,,50.079,18.884
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,11.692,439.58,3.954,1299.834,,16.142
5.412,0.633,12.325,454.94,4.168,1345.252,,15.867
2.087,0.257,12.582,456.238,4.255,1349.091,,15.889
-16.216,-2.04,10.542,375.599,3.565,1110.643,,13.368
12.875,1.357,11.899,416.723,4.024,1232.245,,13.999
7.033,0.837,12.736,438.573,4.307,1296.856,,14.191
11.655,1.484,14.22,481.652,4.809,1424.241,,14.643
19.152,2.723,16.944,564.768,5.73,1670.012,,17.124
-2.356,-0.399,16.544,542.79,5.595,1605.025,,17.28
13.744,2.274,18.818,607.672,6.364,1796.881,,19.617
0.377,0.071,18.889,600.402,6.388,1775.383,,21.755
3.303,0.624,19.513,610.743,6.599,1805.96,,21.642
5.607,1.094,20.607,635.286,6.969,1878.533,,21.835
4.046,0.834,21.441,651.029,7.251,1925.086,,21.856
2.717,0.583,22.024,658.862,7.448,1948.249,,21.263
5.679,1.251,23.274,686.235,7.871,2029.191,,21.757
3.545,0.825,24.099,700.315,8.15,2070.825,,22.401
9.374,2.259,26.359,754.95,8.914,2232.378,,26.193
7.842,2.067,28.426,802.654,9.613,2373.439,,27.191
3.766,1.07,29.496,821.139,9.975,2428.098,,27.179
10.977,3.238,32.734,898.073,11.07,2655.592,78.846,29.785
6.865,2.247,34.981,945.303,11.83,2795.25,79.825,30.641
8.394,2.936,37.917,1008.67,12.823,2982.625,82.004,31.642
-2.067,-0.784,37.134,972.102,12.558,2874.496,74.242,27.771
-16.046,-5.958,31.176,803.054,10.543,2374.623,59.194,21.09
-15.191,-4.736,26.44,670.127,8.941,1981.56,48.6,16.983
46.908,12.402,38.842,968.567,13.136,2864.042,65.8,22.2
27.441,10.658,49.5,1214.612,16.74,3591.595,74.9,25.49
2.85,1.411,50.911,1229.95,17.217,3636.95,71.7,24.807
-1.347,-0.686,50.226,1195.261,16.985,3534.374,67.2,23.309
8.409,4.223,54.449,1277.242,18.414,3776.79,65.7,23.446
-8.365,-4.555,49.895,1154.492,16.873,3413.821,54.8,20.295
12.266,6.12,56.015,1279.14,18.943,3782.402,56.9,19.93
-15.868,-8.888,47.126,1062.714,15.937,3142.435,44.9,16.743
-14.81,-6.979,40.147,894.612,13.577,2645.357,35.372,13.697
40.539,16.275,56.422,1203.767,18.48,3675.289,47.506,18.355
13.621,7.269,63.691,1354.679,21.03,4102.767,51.773,20.326
6.951,3.988,67.679,1433.687,22.5,4312.469,53.104,21.097
-2.519,-2.128,65.551,1377.126,21.84,4133.364,48.383,20.327
-7.228,-5.125,60.426,1302.912,20.87,3772.41,42.889,17.551
21.966,12.807,73.233,1571.53,25.42,4527.469,50.217,20.495
10.321,7.05,80.283,1715.992,28.03,4914.927,52.324,21.717
-20.841,-17.129,63.155,1351.274,22.29,3828.581,39.818,17.101
8.647,5.035,68.189,1425.445,23.75,4092.635,42.132,18.464
3.763,2.129,70.319,1455.436,24.5,4177.311,43.217,19.843
-13.582,-9.923,60.395,1248.518,21.23,3551.784,36.44,16.594
-5.742,-3.815,56.58,1206.505,20.72,3294.599,33.398,14.669
-1.697,-1.297,55.283,1164.818,20.2,3187.85,30.718,13.726
-1.264,-1.028,54.255,1119.936,19.61,3098.555,28.766,13.113
15.762,8.176,62.431,1331.478,23.55,3529.767,33.667,15.244
2.501,1.181,63.612,1337.988,23.91,3559.688,33.324,15.357
-16.641,-10.899,52.713,1076.096,19.46,2914.906,26.527,12.149
8.303,4.041,56.754,1187.354,21.81,3089.73,29.386,12.602
9.571,5.068,61.822,1241.08,23.21,3305.738,30.245,13.202
-8.244,-5.306,56.516,1094.042,20.83,2968.364,26.916,11.924
1.309,0.529,57.045,1068.894,20.63,2955.674,26.534,12.892
-16.798,-9.756,47.289,845.424,16.48,2425.94,20.218,9.917
23.105,10.714,58.003,1033.987,20.27,2958.779,24.357,11.675
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,65.341,30.527,22.097,90.269,,4.253
1.76,1.15,66.491,30.266,22.486,89.496,,3.983
-13.797,-9.174,57.317,25.471,19.383,75.317,,3.818
17.989,10.311,67.628,29.307,22.87,86.661,,4.459
1.7,1.15,68.778,29.022,23.259,85.818,,3.727
3.344,2.3,71.077,29.223,24.037,86.413,,3.01
20.96,14.898,85.975,34.479,29.075,101.953,,3.07
13.33,11.461,97.436,38.189,32.951,112.925,,3.228
11.762,11.461,108.897,41.77,36.827,123.514,,3.417
13.165,14.336,123.232,46.338,41.675,137.021,,3.749
4.645,5.724,128.956,47.655,43.611,140.917,,3.504
1.338,1.725,130.681,47.552,44.194,140.612,,3.373
4.39,5.737,136.418,48.944,46.134,144.728,,3.229
-6.303,-8.599,127.819,45.256,43.226,133.823,,2.759
12.33,15.76,143.579,50.146,48.556,148.28,,3.009
19.905,28.58,172.159,59.266,58.221,175.249,,3.566
12.525,21.562,193.722,65.693,65.513,194.254,,4.066
13.586,26.319,220.041,73.424,74.414,217.114,,4.421
16.13,35.493,255.534,83.963,86.417,248.278,,4.823
0.46,1.176,256.71,83.142,86.815,245.85,,4.515
6.419,16.479,273.189,87.138,92.388,257.667,22.496,4.442
2.339,6.39,279.579,87.726,94.549,259.405,21.033,4.339
5.791,16.191,295.771,91.192,100.024,269.654,20.115,4.256
9.142,27.038,322.809,97.83,109.168,289.284,20.023,4.323
8.465,27.325,350.134,104.379,118.409,308.647,20.247,4.468
7.039,24.646,374.781,109.858,126.744,324.85,20.403,4.721
-1.621,-6.077,368.704,106.515,124.689,314.963,18.403,4.422
4.81,17.733,386.437,110.394,130.686,326.434,17.334,4.404
16.192,62.57,449.007,126.977,151.846,375.47,18.71,4.748
10.262,46.078,495.086,138.682,167.429,410.081,18.046,4.927
13.827,68.457,563.543,156.451,190.58,462.624,18.925,5.443
-1.37,-7.718,555.825,153.033,187.97,452.516,17.384,5.096
4.261,23.685,579.511,158.329,195.98,468.177,17.259,5.277
1.485,8.605,588.116,159.516,198.89,471.686,17.043,5.346
-1.161,-6.831,581.285,156.583,196.58,463.015,15.862,5.105
13.14,76.379,657.664,175.943,222.41,520.263,16.407,5.573
24.738,157.367,815.031,217.979,277.43,640.375,18.735,6.536
3.799,25.506,840.537,224.814,287.97,656.195,17.411,6.189
-1.49,-17.83,822.707,220.099,283.68,638.315,14.848,5.201
24.628,196.083,1018.791,272.621,353.54,785.609,16.046,5.504
12.296,118.033,1136.824,304.256,397.02,871.204,15.879,5.406
9.765,103.164,1239.988,331.882,435.79,944.33,15.207,5.38
11.354,132.155,1372.143,367.2,485.26,1038.312,14.788,5.478
31.261,417.752,1789.895,478.857,636.96,1345.616,18.221,6.879
-3.347,-70.578,1719.316,459.733,615.64,1283.91,16.573,6.331
15.551,255.184,1974.5,527.655,711.38,1464.555,16.989,6.796
-3.281,-76.422,1898.078,506.995,688.04,1398.633,14.666,6.057
25.398,467.647,2365.726,631.359,862.79,1731.153,17.37,7.251
5.426,113.348,2479.073,661.006,909.61,1801.521,16.818,7.323
16.499,391.735,2870.808,765.014,1059.69,2072.502,18.371,8.266
5.174,130.551,3001.359,799.675,1114.52,2153.495,19.256,8.542
3.477,85.981,3087.34,822.654,1153.27,2202.271,18.934,8.751
1.023,13.236,3100.576,826.122,1165.06,2198.56,17.765,8.46
2.903,71.352,3171.928,846.035,1198.89,2238.371,16.837,8.257
6.143,182.447,3354.375,894.98,1272.54,2359.139,17.055,8.343
3.864,116.815,3471.19,927.561,1321.71,2436.043,17.087,8.362
-1.642,-69.51,3401.68,911.709,1300.0,2385.648,15.323,7.753
0.24,-4.256,3397.424,924.491,1318.22,2382.674,14.913,7.673
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
